,code,year,period,id,Country,tourists,venue,rate,food,glass,metal,other,paper,plastic,leather,green_waste,waste_recycling,polution_clf
8105,EEA_3161-02-2,2007,2007-01--2007-12,UKGB103023075801,United Kingdom,25867961.0,0.0,0.0,16.7,2.2,3.5,28.2,18.9,20.2,0.0,2.7,27.25,0
8112,EEA_31615-01-7,2008,2008-01--2008-12,UKGB103023074790,United Kingdom,25867961.0,0.0,0.0,16.7,2.2,3.5,28.2,18.9,20.2,0.0,2.7,27.25,1
8118,EEA_3161-02-2,2006,2006-01--2006-12,UKGB104028053110,United Kingdom,25867961.0,0.0,0.0,16.7,2.2,3.5,28.2,18.9,20.2,0.0,2.7,27.25,1
8141,EEA_3161-02-2,2009,2009-01--2009-12,ES13503,Spain,50941692.0,0.0,87.15892367892796,49.0,8.0,3.0,14.0,15.0,9.0,0.0,0.0,16.84,0
8165,EEA_31615-01-7,2009,2009-01--2009-12,DERW_DESN_5384-5,Germany,22635423.0,0.0,0.0,30.0,10.0,1.4,17.7,24.0,13.0,4.0,0.0,47.83,1
8168,EEA_31615-01-7,2009,2009-01--2009-12,DERW_DESN_674-10,Germany,22635423.0,0.0,0.0,30.0,10.0,1.4,17.7,24.0,13.0,4.0,0.0,47.83,1
8174,EEA_3161-02-2,2009,2009-01--2009-12,ES030MSPF0717010,Spain,50941692.0,0.0,87.15892367892796,49.0,8.0,3.0,14.0,15.0,9.0,0.0,0.0,16.84,0
8201,EEA_31615-01-7,2009,2009-01--2009-12,DERW_DESN_566-1,Germany,22635423.0,0.0,0.0,30.0,10.0,1.4,17.7,24.0,13.0,4.0,0.0,47.83,1
8219,EEA_3161-03-3,2009,2009-01--2009-12,ES12153,Spain,50941692.0,0.0,87.15892367892796,49.0,8.0,3.0,14.0,15.0,9.0,0.0,0.0,16.84,0
8226,EEA_3161-01-1,2009,2009-01--2009-12,ES080MSPF10-03,Spain,50941692.0,0.0,87.15892367892796,49.0,8.0,3.0,14.0,15.0,9.0,0.0,0.0,16.84,0
8265,EEA_3161-02-2,2006,2006-01--2006-12,UKGB104027063360,United Kingdom,25867961.0,0.0,0.0,16.7,2.2,3.5,28.2,18.9,20.2,0.0,2.7,27.25,1
8269,EEA_3161-02-2,2008,2008-01--2008-12,UKGB104027057770,United Kingdom,25867961.0,0.0,0.0,16.7,2.2,3.5,28.2,18.9,20.2,0.0,2.7,27.25,1
8277,EEA_3161-02-2,2009,2009-01--2009-12,ES020MSPF000300110,Spain,50941692.0,0.0,87.15892367892796,49.0,8.0,3.0,14.0,15.0,9.0,0.0,0.0,16.84,0
8327,EEA_3161-05-5,2012,2012-01--2012-12,LT100124373,Lithuania,1538269.0,0.0,11.09062194824219,40.4,8.65,2.75,44.05,10.05,10.15,0.0,0.0,22.92,1
8348,EEA_3161-03-3,2009,2009-01--2009-12,FRAR26,France,71176346.0,0.0,0.0,32.0,10.0,3.0,26.0,20.0,9.0,0.0,0.0,22.26,0
8353,EEA_3161-05-5,2009,2009-01--2009-12,FRAR40,France,71176346.0,0.0,0.0,32.0,10.0,3.0,26.0,20.0,9.0,0.0,0.0,22.26,1
8356,EEA_31615-01-7,2009,2009-01--2009-12,FRGR0546,France,71176346.0,0.0,0.0,32.0,10.0,3.0,26.0,20.0,9.0,0.0,0.0,22.26,1
8357,EEA_3161-02-2,2009,2009-01--2009-12,FRGR0546,France,71176346.0,0.0,0.0,32.0,10.0,3.0,26.0,20.0,9.0,0.0,0.0,22.26,1
8358,EEA_3161-01-1,2009,2009-01--2009-12,FRGR0548,France,71176346.0,0.0,0.0,32.0,10.0,3.0,26.0,20.0,9.0,0.0,0.0,22.26,1
8365,EEA_3161-01-1,2009,2009-01--2009-12,FRGR0545,France,71176346.0,0.0,0.0,32.0,10.0,3.0,26.0,20.0,9.0,0.0,0.0,22.26,1
8383,EEA_3161-03-3,2009,2009-01--2009-12,FRGR0549A,France,71176346.0,0.0,0.0,32.0,10.0,3.0,26.0,20.0,9.0,0.0,0.0,22.26,1
8386,EEA_3161-03-3,2009,2009-01--2009-12,FRGR0550,France,71176346.0,0.0,0.0,32.0,10.0,3.0,26.0,20.0,9.0,0.0,0.0,22.26,1
8390,EEA_3161-03-3,2009,2009-01--2009-12,FRGR0544,France,71176346.0,0.0,0.0,32.0,10.0,3.0,26.0,20.0,9.0,0.0,0.0,22.26,1
8409,EEA_31615-01-7,2009,2009-01--2009-12,FRAR40,France,71176346.0,0.0,0.0,32.0,10.0,3.0,26.0,20.0,9.0,0.0,0.0,22.26,1
8412,EEA_3161-05-5,2009,2009-01--2009-12,FRAR57,France,71176346.0,0.0,0.0,32.0,10.0,3.0,26.0,20.0,9.0,0.0,0.0,22.26,1
8419,EEA_31615-01-7,2009,2009-01--2009-12,FRGR0548,France,71176346.0,0.0,0.0,32.0,10.0,3.0,26.0,20.0,9.0,0.0,0.0,22.26,1
8420,EEA_3161-01-1,2009,2009-01--2009-12,FRGR0550,France,71176346.0,0.0,0.0,32.0,10.0,3.0,26.0,20.0,9.0,0.0,0.0,22.26,1
8421,EEA_3161-05-5,2009,2009-01--2009-12,FRGR0550,France,71176346.0,0.0,0.0,32.0,10.0,3.0,26.0,20.0,9.0,0.0,0.0,22.26,1
8429,EEA_3161-02-2,2009,2009-01--2009-12,FRGR0548,France,71176346.0,0.0,0.0,32.0,10.0,3.0,26.0,20.0,9.0,0.0,0.0,22.26,1
8435,EEA_3161-02-2,2009,2009-01--2009-12,FRAR57,France,71176346.0,0.0,0.0,32.0,10.0,3.0,26.0,20.0,9.0,0.0,0.0,22.26,1
8437,EEA_3161-02-2,2009,2009-01--2009-12,FRAR55,France,71176346.0,0.0,0.0,32.0,10.0,3.0,26.0,20.0,9.0,0.0,0.0,22.26,1
8444,EEA_31615-01-7,2009,2009-01--2009-12,FRAR06,France,71176346.0,0.0,0.0,32.0,10.0,3.0,26.0,20.0,9.0,0.0,0.0,22.26,1
8446,EEA_3161-05-5,2009,2009-01--2009-12,FRAR51,France,71176346.0,0.0,0.0,32.0,10.0,3.0,26.0,20.0,9.0,0.0,0.0,22.26,1
8447,EEA_31615-01-7,2009,2009-01--2009-12,FRAR51,France,71176346.0,0.0,0.0,32.0,10.0,3.0,26.0,20.0,9.0,0.0,0.0,22.26,1
8457,EEA_3161-02-2,2009,2009-01--2009-12,ES11916,Spain,50941692.0,0.0,87.15892367892796,49.0,8.0,3.0,14.0,15.0,9.0,0.0,0.0,16.84,1
8496,EEA_3161-02-2,2009,2009-01--2009-12,ES050MSPF011002003,Spain,50941692.0,0.0,87.15892367892796,49.0,8.0,3.0,14.0,15.0,9.0,0.0,0.0,16.84,1
8500,EEA_3161-02-2,2009,2009-01--2009-12,ES020MSPF000000102,Spain,50941692.0,0.0,87.15892367892796,49.0,8.0,3.0,14.0,15.0,9.0,0.0,0.0,16.84,0
8526,EEA_3161-02-2,2008,2008-01--2008-12,UKGB104028053110,United Kingdom,25867961.0,0.0,0.0,16.7,2.2,3.5,28.2,18.9,20.2,0.0,2.7,27.25,1
8546,EEA_3161-02-2,2010,2010-01--2010-12,FRGR0249,France,71176346.0,0.0,0.0,32.0,10.0,3.0,26.0,20.0,9.0,0.0,0.0,22.26,0
8549,EEA_3161-02-2,2010,2010-01--2010-12,ES030MSPF0727010,Spain,50941692.0,0.0,87.15892367892796,49.0,8.0,3.0,14.0,15.0,9.0,0.0,0.0,16.84,0
8554,EEA_3161-03-3,2010,2010-01--2010-12,ES12158,Spain,50941692.0,0.0,87.15892367892796,49.0,8.0,3.0,14.0,15.0,9.0,0.0,0.0,16.84,0
8557,EEA_3161-01-1,2010,2010-01--2010-12,ES030MSPF0735010,Spain,50941692.0,0.0,87.15892367892796,49.0,8.0,3.0,14.0,15.0,9.0,0.0,0.0,16.84,0
8560,EEA_3161-02-2,2010,2010-01--2010-12,ES030MSPF0735010,Spain,50941692.0,0.0,87.15892367892796,49.0,8.0,3.0,14.0,15.0,9.0,0.0,0.0,16.84,0
8567,EEA_31615-01-7,2009,2009-01--2009-12,FRAR66,France,71176346.0,0.0,0.0,32.0,10.0,3.0,26.0,20.0,9.0,0.0,0.0,22.26,1
8568,EEA_3161-02-2,2009,2009-01--2009-12,FRAR66,France,71176346.0,0.0,0.0,32.0,10.0,3.0,26.0,20.0,9.0,0.0,0.0,22.26,1
8579,EEA_3161-05-5,2009,2009-01--2009-12,FRDR187,France,71176346.0,0.0,0.0,32.0,10.0,3.0,26.0,20.0,9.0,0.0,0.0,22.26,1
8592,EEA_3161-05-5,2009,2009-01--2009-12,FRAR63,Belgium,6496961.0,0.0,0.0,14.18,3.1,1.91,40.14,18.38,13.94,0.0,5.84,34.303000000000004,1
8600,EEA_3161-02-2,2009,2009-01--2009-12,ES100MSPF1100160,Spain,50941692.0,0.0,87.15892367892796,49.0,8.0,3.0,14.0,15.0,9.0,0.0,0.0,16.84,1
8604,EEA_3161-01-1,2009,2009-01--2009-12,FRDR196B,France,71176346.0,0.0,0.0,32.0,10.0,3.0,26.0,20.0,9.0,0.0,0.0,22.26,0
8625,EEA_3161-01-1,2009,2009-01--2009-12,FRAR13,France,71176346.0,0.0,0.0,32.0,10.0,3.0,26.0,20.0,9.0,0.0,0.0,22.26,0
8631,EEA_3161-03-3,2009,2009-01--2009-12,FRGR1892,France,71176346.0,0.0,0.0,32.0,10.0,3.0,26.0,20.0,9.0,0.0,0.0,22.26,0
8633,EEA_3161-01-1,2009,2009-01--2009-12,FRGR0560,France,71176346.0,0.0,0.0,32.0,10.0,3.0,26.0,20.0,9.0,0.0,0.0,22.26,0
8638,EEA_3161-03-3,2009,2009-01--2009-12,FRAR13,France,71176346.0,0.0,0.0,32.0,10.0,3.0,26.0,20.0,9.0,0.0,0.0,22.26,0
8655,EEA_3161-03-3,2009,2009-04--2009-10,FRDR196A,France,71176346.0,0.0,0.0,32.0,10.0,3.0,26.0,20.0,9.0,0.0,0.0,22.26,1
8666,EEA_3161-02-2,2009,2009-01--2009-12,FRAR63,Belgium,6496961.0,0.0,0.0,14.18,3.1,1.91,40.14,18.38,13.94,0.0,5.84,34.303000000000004,1
8684,EEA_3161-02-2,2010,2010-01--2010-12,FRGR0455B,France,71176346.0,0.0,0.0,32.0,10.0,3.0,26.0,20.0,9.0,0.0,0.0,22.26,1
8697,EEA_3161-02-2,2010,2010-01--2010-12,ES017MSPFES064MAR002820,Spain,50941692.0,0.0,87.15892367892796,49.0,8.0,3.0,14.0,15.0,9.0,0.0,0.0,16.84,0
8705,EEA_3161-01-1,2010,2010-01--2010-12,ES030MSPF0706010,Spain,50941692.0,0.0,87.15892367892796,49.0,8.0,3.0,14.0,15.0,9.0,0.0,0.0,16.84,0
8707,EEA_3161-02-2,2010,2010-01--2010-12,ES030MSPF0706010,Spain,50941692.0,0.0,87.15892367892796,49.0,8.0,3.0,14.0,15.0,9.0,0.0,0.0,16.84,1
8723,EEA_3161-02-2,2010,2010-01--2010-12,FRGR0400,France,71176346.0,0.0,0.0,32.0,10.0,3.0,26.0,20.0,9.0,0.0,0.0,22.26,1
8727,EEA_3161-02-2,2010,2010-01--2010-12,FRFR230,France,71176346.0,0.0,0.0,32.0,10.0,3.0,26.0,20.0,9.0,0.0,0.0,22.26,1
8733,EEA_3161-02-2,2010,2010-01--2010-12,FRFR228,France,71176346.0,0.0,0.0,32.0,10.0,3.0,26.0,20.0,9.0,0.0,0.0,22.26,1
8740,EEA_3161-05-5,2010,2010-06--2010-08,FI34_041_Y01,Finland,2147000.0,0.0,0.0,35.88,9.24,1.7,13.13,37.83,1.45,0.0,0.0,28.12,0
8742,EEA_3161-05-5,2010,2009-12--2010-02,FI34_041_Y01,Finland,2147000.0,0.0,0.0,35.88,9.24,1.7,13.13,37.83,1.45,0.0,0.0,28.12,1
8792,EEA_3161-01-1,2008,2008-01--2008-12,FRDR187,France,71176346.0,0.0,0.0,32.0,10.0,3.0,26.0,20.0,9.0,0.0,0.0,22.26,0
8794,EEA_3161-03-3,2008,2007-12--2008-02,FRDR188,France,71176346.0,0.0,0.0,32.0,10.0,3.0,26.0,20.0,9.0,0.0,0.0,22.26,1
8795,EEA_3161-02-2,2008,2008-01--2008-12,FRDR188,France,71176346.0,0.0,0.0,32.0,10.0,3.0,26.0,20.0,9.0,0.0,0.0,22.26,1
8807,EEA_3161-05-5,2008,2008-01--2008-12,FRGR0302,France,71176346.0,0.0,0.0,32.0,10.0,3.0,26.0,20.0,9.0,0.0,0.0,22.26,1
8835,EEA_3161-02-2,2008,2008-01--2008-12,FRGR0524,France,71176346.0,0.0,0.0,32.0,10.0,3.0,26.0,20.0,9.0,0.0,0.0,22.26,1
8842,EEA_31615-01-7,2008,2008-01--2008-12,FRGR0460C,France,71176346.0,0.0,0.0,32.0,10.0,3.0,26.0,20.0,9.0,0.0,0.0,22.26,1
8865,EEA_3161-03-3,2008,2008-01--2008-12,FRGR0520,France,71176346.0,0.0,0.0,32.0,10.0,3.0,26.0,20.0,9.0,0.0,0.0,22.26,0
8866,EEA_3161-03-3,2008,2008-01--2008-12,FRGR0524,France,71176346.0,0.0,0.0,32.0,10.0,3.0,26.0,20.0,9.0,0.0,0.0,22.26,0
8870,EEA_3161-01-1,2008,2008-01--2008-12,FRGR0460C,France,71176346.0,0.0,0.0,32.0,10.0,3.0,26.0,20.0,9.0,0.0,0.0,22.26,0
8873,EEA_3161-03-3,2008,2008-01--2008-12,FRGR0504,France,71176346.0,0.0,0.0,32.0,10.0,3.0,26.0,20.0,9.0,0.0,0.0,22.26,0
8891,EEA_3161-05-5,2008,2008-01--2008-12,FRGR0518,France,71176346.0,0.0,0.0,32.0,10.0,3.0,26.0,20.0,9.0,0.0,0.0,22.26,1
8894,EEA_3161-05-5,2008,2008-01--2008-12,FRGR0505B,France,71176346.0,0.0,0.0,32.0,10.0,3.0,26.0,20.0,9.0,0.0,0.0,22.26,1
8895,EEA_3161-01-1,2008,2008-01--2008-12,FRGR0460C,France,71176346.0,0.0,0.0,32.0,10.0,3.0,26.0,20.0,9.0,0.0,0.0,22.26,0
8898,EEA_3161-01-1,2008,2008-01--2008-12,FRGR0525,France,71176346.0,0.0,0.0,32.0,10.0,3.0,26.0,20.0,9.0,0.0,0.0,22.26,0
8902,EEA_3161-03-3,2008,2008-01--2008-12,FRGR0526,France,71176346.0,0.0,0.0,32.0,10.0,3.0,26.0,20.0,9.0,0.0,0.0,22.26,1
8903,EEA_3161-01-1,2008,2008-01--2008-12,FRGR0505B,France,71176346.0,0.0,0.0,32.0,10.0,3.0,26.0,20.0,9.0,0.0,0.0,22.26,0
8906,EEA_3161-03-3,2008,2008-01--2008-12,FRGR0460C,France,71176346.0,0.0,0.0,32.0,10.0,3.0,26.0,20.0,9.0,0.0,0.0,22.26,0
8908,EEA_3161-01-1,2008,2008-01--2008-12,FRGR1026,France,71176346.0,0.0,0.0,32.0,10.0,3.0,26.0,20.0,9.0,0.0,0.0,22.26,1
8909,EEA_3161-05-5,2008,2008-01--2008-12,FRGR1026,France,71176346.0,0.0,0.0,32.0,10.0,3.0,26.0,20.0,9.0,0.0,0.0,22.26,1
8911,EEA_3161-03-3,2008,2008-01--2008-12,FRGR0525,France,71176346.0,0.0,0.0,32.0,10.0,3.0,26.0,20.0,9.0,0.0,0.0,22.26,0
8959,EEA_3161-02-2,2009,2009-01--2009-12,ES050MSPF011012003,Spain,50941692.0,0.0,87.15892367892796,49.0,8.0,3.0,14.0,15.0,9.0,0.0,0.0,16.84,1
8987,EEA_3161-01-1,2009,2009-01--2009-12,ES020MSPF000000044,Spain,50941692.0,0.0,87.15892367892796,49.0,8.0,3.0,14.0,15.0,9.0,0.0,0.0,16.84,0
8989,EEA_3161-01-1,2009,2009-01--2009-12,ES020MSPF000300110,Spain,50941692.0,0.0,87.15892367892796,49.0,8.0,3.0,14.0,15.0,9.0,0.0,0.0,16.84,0
9008,EEA_3161-02-2,2009,2009-01--2009-12,ES030MSPF0311010,Spain,50941692.0,0.0,87.15892367892796,49.0,8.0,3.0,14.0,15.0,9.0,0.0,0.0,16.84,1
9011,EEA_3161-05-5,2009,2009-01--2009-12,ES030MSPF0419010,Spain,50941692.0,0.0,87.15892367892796,49.0,8.0,3.0,14.0,15.0,9.0,0.0,0.0,16.84,1
9012,EEA_3161-02-2,2009,2009-01--2009-12,ES030MSPF0419010,Spain,50941692.0,0.0,87.15892367892796,49.0,8.0,3.0,14.0,15.0,9.0,0.0,0.0,16.84,1
9034,EEA_31615-01-7,2009,2009-01--2009-12,FRHR202A,France,71176346.0,0.0,0.0,32.0,10.0,3.0,26.0,20.0,9.0,0.0,0.0,22.26,1
9038,EEA_3161-01-1,2009,2009-01--2009-12,FRHR202B,France,71176346.0,0.0,0.0,32.0,10.0,3.0,26.0,20.0,9.0,0.0,0.0,22.26,0
9051,EEA_3161-01-1,2009,2009-01--2009-12,FRHR233,France,71176346.0,0.0,0.0,32.0,10.0,3.0,26.0,20.0,9.0,0.0,0.0,22.26,0
9058,EEA_31615-01-7,2009,2009-01--2009-12,DERW_DESN_542-5,Germany,22635423.0,0.0,0.0,30.0,10.0,1.4,17.7,24.0,13.0,4.0,0.0,47.83,1
9060,EEA_31615-01-7,2009,2009-01--2009-12,DERW_DESN_54-6,Germany,22635423.0,0.0,0.0,30.0,10.0,1.4,17.7,24.0,13.0,4.0,0.0,47.83,1
9075,EEA_3161-02-2,2009,2009-01--2009-12,FRHR264A,France,71176346.0,0.0,0.0,32.0,10.0,3.0,26.0,20.0,9.0,0.0,0.0,22.26,1
9076,EEA_3161-03-3,2009,2009-01--2009-12,FRHR233,France,71176346.0,0.0,0.0,32.0,10.0,3.0,26.0,20.0,9.0,0.0,0.0,22.26,0
9082,EEA_31615-01-7,2009,2009-01--2009-12,DERW_DESN_5-1,Germany,22635423.0,0.0,0.0,30.0,10.0,1.4,17.7,24.0,13.0,4.0,0.0,47.83,1
9088,EEA_3161-03-3,2009,2009-01--2009-12,FRHR163,France,71176346.0,0.0,0.0,32.0,10.0,3.0,26.0,20.0,9.0,0.0,0.0,22.26,0
9089,EEA_3161-02-2,2009,2009-01--2009-12,FRHR163,France,71176346.0,0.0,0.0,32.0,10.0,3.0,26.0,20.0,9.0,0.0,0.0,22.26,1
9090,EEA_3161-01-1,2009,2009-01--2009-12,FRHR167,France,71176346.0,0.0,0.0,32.0,10.0,3.0,26.0,20.0,9.0,0.0,0.0,22.26,0
9092,EEA_3161-03-3,2009,2009-01--2009-12,FRHR202B,France,71176346.0,0.0,0.0,32.0,10.0,3.0,26.0,20.0,9.0,0.0,0.0,22.26,0
9093,EEA_3161-02-2,2009,2009-01--2009-12,FRHR202B,France,71176346.0,0.0,0.0,32.0,10.0,3.0,26.0,20.0,9.0,0.0,0.0,22.26,1
9101,EEA_3161-05-5,2009,2009-01--2009-12,FRHR167,France,71176346.0,0.0,0.0,32.0,10.0,3.0,26.0,20.0,9.0,0.0,0.0,22.26,1
9133,EEA_3161-02-2,2008,2008-01--2008-12,FRER53,France,71176346.0,0.0,0.0,32.0,10.0,3.0,26.0,20.0,9.0,0.0,0.0,22.26,0
9137,EEA_3161-01-1,2008,2008-01--2008-12,FRHR241,France,71176346.0,0.0,0.0,32.0,10.0,3.0,26.0,20.0,9.0,0.0,0.0,22.26,0
9138,EEA_3161-05-5,2008,2008-01--2008-12,FRHR241,France,71176346.0,0.0,0.0,32.0,10.0,3.0,26.0,20.0,9.0,0.0,0.0,22.26,1
9142,EEA_3161-02-2,2008,2008-01--2008-12,UKGB104028052631,United Kingdom,25867961.0,0.0,0.0,16.7,2.2,3.5,28.2,18.9,20.2,0.0,2.7,27.25,1
9144,EEA_3161-02-2,2006,2006-01--2006-12,UKGB103022076510,United Kingdom,25867961.0,0.0,0.0,16.7,2.2,3.5,28.2,18.9,20.2,0.0,2.7,27.25,0
9184,EEA_3161-02-2,2007,2007-01--2007-12,UKGB104028052631,United Kingdom,25867961.0,0.0,0.0,16.7,2.2,3.5,28.2,18.9,20.2,0.0,2.7,27.25,1
9218,EEA_3161-02-2,2008,2008-01--2008-12,UKSC023155,United Kingdom,25867961.0,0.0,0.0,16.7,2.2,3.5,28.2,18.9,20.2,0.0,2.7,27.25,1
9219,EEA_3161-02-2,2008,2008-01--2008-12,UKSC010562,United Kingdom,25867961.0,0.0,0.0,16.7,2.2,3.5,28.2,18.9,20.2,0.0,2.7,27.25,0
9220,EEA_3161-02-2,2008,2008-01--2008-12,UKSC010520,United Kingdom,25867961.0,0.0,0.0,16.7,2.2,3.5,28.2,18.9,20.2,0.0,2.7,27.25,0
9230,EEA_3161-02-2,2008,2008-01--2008-12,UKSC010612,United Kingdom,25867961.0,0.0,0.0,16.7,2.2,3.5,28.2,18.9,20.2,0.0,2.7,27.25,0
9263,EEA_3161-02-2,2008,2008-01--2008-12,FRDR428B,France,71176346.0,0.0,0.0,32.0,10.0,3.0,26.0,20.0,9.0,0.0,0.0,22.26,1
9267,EEA_31615-01-7,2008,2008-01--2008-12,UKGB108048001270,United Kingdom,25867961.0,0.0,0.0,16.7,2.2,3.5,28.2,18.9,20.2,0.0,2.7,27.25,1
9274,EEA_3161-02-2,2006,2006-01--2006-12,UKGB108049000210,United Kingdom,25867961.0,0.0,0.0,16.7,2.2,3.5,28.2,18.9,20.2,0.0,2.7,27.25,1
9276,EEA_3161-02-2,2008,2008-01--2008-12,FRDR677,France,71176346.0,0.0,0.0,32.0,10.0,3.0,26.0,20.0,9.0,0.0,0.0,22.26,1
9291,EEA_3161-03-3,2008,2008-01--2008-12,BERW06_LE14R,Belgium,6496961.0,0.0,0.0,14.18,3.1,1.91,40.14,18.38,13.94,0.0,5.84,34.303000000000004,0
9300,EEA_3161-01-1,2008,2008-01--2008-12,BERW06_MV31R,Belgium,6496961.0,0.0,0.0,14.18,3.1,1.91,40.14,18.38,13.94,0.0,5.84,34.303000000000004,0
9301,EEA_3161-03-3,2008,2008-01--2008-12,BERW06_MV31R,Belgium,6496961.0,0.0,0.0,14.18,3.1,1.91,40.14,18.38,13.94,0.0,5.84,34.303000000000004,0
9303,EEA_3161-03-3,2008,2008-01--2008-12,BERW06_AM17R,Belgium,6496961.0,0.0,0.0,14.18,3.1,1.91,40.14,18.38,13.94,0.0,5.84,34.303000000000004,0
9317,EEA_3161-02-2,2007,2007-01--2007-12,UKGB104029061940,United Kingdom,25867961.0,0.0,0.0,16.7,2.2,3.5,28.2,18.9,20.2,0.0,2.7,27.25,1
9335,EEA_3161-01-1,2008,2008-01--2008-12,BERW06_ML07R,Belgium,6496961.0,0.0,0.0,14.18,3.1,1.91,40.14,18.38,13.94,0.0,5.84,34.303000000000004,0
9374,EEA_3161-02-2,2009,2009-01--2009-12,FRFR177,France,71176346.0,0.0,0.0,32.0,10.0,3.0,26.0,20.0,9.0,0.0,0.0,22.26,0
9377,EEA_3161-01-1,2009,2009-01--2009-12,FRGR0566A,France,71176346.0,0.0,0.0,32.0,10.0,3.0,26.0,20.0,9.0,0.0,0.0,22.26,1
9389,EEA_31615-01-7,2009,2009-01--2009-12,FRFR179,France,71176346.0,0.0,0.0,32.0,10.0,3.0,26.0,20.0,9.0,0.0,0.0,22.26,0
9393,EEA_3161-05-5,2009,2009-01--2009-12,FRFR178,France,71176346.0,0.0,0.0,32.0,10.0,3.0,26.0,20.0,9.0,0.0,0.0,22.26,0
9394,EEA_31615-01-7,2009,2009-01--2009-12,FRFR178,France,71176346.0,0.0,0.0,32.0,10.0,3.0,26.0,20.0,9.0,0.0,0.0,22.26,0
9397,EEA_3161-02-2,2009,2009-01--2009-12,ES13092,Spain,50941692.0,0.0,87.15892367892796,49.0,8.0,3.0,14.0,15.0,9.0,0.0,0.0,16.84,0
9408,EEA_3161-03-3,2009,2009-01--2009-12,FRGR0543,France,71176346.0,0.0,0.0,32.0,10.0,3.0,26.0,20.0,9.0,0.0,0.0,22.26,0
9410,EEA_3161-02-2,2009,2009-01--2009-12,FRFR178,France,71176346.0,0.0,0.0,32.0,10.0,3.0,26.0,20.0,9.0,0.0,0.0,22.26,0
9412,EEA_3161-05-5,2009,2009-01--2009-12,FRFR177,France,71176346.0,0.0,0.0,32.0,10.0,3.0,26.0,20.0,9.0,0.0,0.0,22.26,0
9415,EEA_3161-05-5,2009,2009-01--2009-12,FRFR178,Spain,50941692.0,0.0,87.15892367892796,49.0,8.0,3.0,14.0,15.0,9.0,0.0,0.0,16.84,0
9457,EEA_3161-02-2,2008,2008-01--2008-12,UKSC020483,United Kingdom,25867961.0,0.0,0.0,16.7,2.2,3.5,28.2,18.9,20.2,0.0,2.7,27.25,0
9460,EEA_3161-02-2,2008,2008-01--2008-12,UKSC020010,United Kingdom,25867961.0,0.0,0.0,16.7,2.2,3.5,28.2,18.9,20.2,0.0,2.7,27.25,0
9461,EEA_3161-02-2,2008,2008-01--2008-12,UKSC020595,United Kingdom,25867961.0,0.0,0.0,16.7,2.2,3.5,28.2,18.9,20.2,0.0,2.7,27.25,0
9462,EEA_3161-02-2,2008,2008-01--2008-12,UKSC023264,United Kingdom,25867961.0,0.0,0.0,16.7,2.2,3.5,28.2,18.9,20.2,0.0,2.7,27.25,1
9463,EEA_3161-02-2,2008,2008-01--2008-12,UKSC023345,United Kingdom,25867961.0,0.0,0.0,16.7,2.2,3.5,28.2,18.9,20.2,0.0,2.7,27.25,0
9482,EEA_3161-02-2,2008,2008-01--2008-12,UKSC023187,United Kingdom,25867961.0,0.0,0.0,16.7,2.2,3.5,28.2,18.9,20.2,0.0,2.7,27.25,0
9484,EEA_3161-02-2,2008,2008-01--2008-12,UKSC010545,United Kingdom,25867961.0,0.0,0.0,16.7,2.2,3.5,28.2,18.9,20.2,0.0,2.7,27.25,0
9485,EEA_3161-02-2,2008,2008-01--2008-12,UKSC010610,United Kingdom,25867961.0,0.0,0.0,16.7,2.2,3.5,28.2,18.9,20.2,0.0,2.7,27.25,0
9504,EEA_3161-02-2,2008,2008-01--2008-12,UKGB104028058240,United Kingdom,25867961.0,0.0,0.0,16.7,2.2,3.5,28.2,18.9,20.2,0.0,2.7,27.25,1
9510,EEA_3161-02-2,2008,2008-01--2008-12,UKGB104028058100,United Kingdom,25867961.0,0.0,0.0,16.7,2.2,3.5,28.2,18.9,20.2,0.0,2.7,27.25,1
9513,EEA_3161-02-2,2008,2008-01--2008-12,UKSC020558,United Kingdom,25867961.0,0.0,0.0,16.7,2.2,3.5,28.2,18.9,20.2,0.0,2.7,27.25,0
9514,EEA_3161-02-2,2008,2008-01--2008-12,UKSC020637,United Kingdom,25867961.0,0.0,0.0,16.7,2.2,3.5,28.2,18.9,20.2,0.0,2.7,27.25,0
9539,EEA_3161-02-2,2006,2006-01--2006-12,UKGB103023074991,United Kingdom,25867961.0,0.0,0.0,16.7,2.2,3.5,28.2,18.9,20.2,0.0,2.7,27.25,0
9545,EEA_3161-02-2,2008,2008-01--2008-12,UKSC020642,United Kingdom,25867961.0,0.0,0.0,16.7,2.2,3.5,28.2,18.9,20.2,0.0,2.7,27.25,0
9546,EEA_3161-02-2,2008,2008-01--2008-12,UKSC023129,United Kingdom,25867961.0,0.0,0.0,16.7,2.2,3.5,28.2,18.9,20.2,0.0,2.7,27.25,0
9549,EEA_3161-02-2,2008,2008-01--2008-12,UKSC023346,United Kingdom,25867961.0,0.0,0.0,16.7,2.2,3.5,28.2,18.9,20.2,0.0,2.7,27.25,0
9550,EEA_3161-02-2,2008,2008-01--2008-12,UKSC023332,United Kingdom,25867961.0,0.0,0.0,16.7,2.2,3.5,28.2,18.9,20.2,0.0,2.7,27.25,0
9551,EEA_3161-02-2,2008,2008-01--2008-12,UKSC023265,United Kingdom,25867961.0,0.0,0.0,16.7,2.2,3.5,28.2,18.9,20.2,0.0,2.7,27.25,1
